12,4,Black,
12,3,Black,
12,10,Black,
12,4,Black,
12,2,Black,
11,3,Black,
11,3,Black,
12,5,Black,
12,3,Black,
12,5,Black,
10,3,Black,
12,5,Black,
12,2,Black,
12,5,Black,
11,6,Black,
12,5,Black,
12,5,Black,
12,4,Black,
12,4,Black,
12,9,Black,
12,7,Black,
12,4,Black,
12,2,Black,
12,6,Black,
11,3,Black,
12,3,Black,
12,7,Black,
12,4,Black,
12,2,Black,
11,3,Black,
12,2,Black,
12,3,Black,
12,6,Black,
12,4,Black,
12,5,Black,
12,7,Black,
12,6,Black,
12,4,Black,
12,4,Black,
12,3,Black,
12,6,Black,
10,11,Red,
12,6,Black,
12,2,Black,
12,3,Black,
12,3,Black,
12,6,Black,
12,3,Black,
12,6,Black,
12,7,Black,
12,3,Black,
12,4,Black,
12,6,Black,
12,6,Black,
12,4,Black,
11,4,Black,
12,2,Black,
12,6,Black,
12,4,Black,
11,3,Black,
12,2,Black,
12,4,Black,
12,3,Black,
12,6,Black,
12,8,Black,
12,7,Black,
12,3,Black,
12,6,Black,
12,7,Black,
12,2,Black,
12,6,Black,
12,5,Black,
12,4,Black,
12,2,Black,
11,4,Black,
12,7,Black,
12,3,Black,
12,3,Black,
12,1,Black,
11,1,Black,
12,6,Black,
12,3,Black,
12,3,Black,
12,4,Black,
12,6,Black,
12,2,Black,
12,7,Black,
12,4,Black,
11,6,Black,
12,4,Black,
12,7,Black,
12,2,Black,
12,3,Black,
12,3,Black,
12,5,Black,
12,5,Black,
12,5,Black,
11,3,Black,
12,5,Black,
12,4,Black,
12,5,Black,
12,4,Black,
12,3,Black,
12,4,Black,
11,3,Black,
12,8,Black,
12,7,Black,
12,4,Black,
12,2,Black,
12,3,Black,
12,9,Black,
12,3,Black,
12,6,Black,
12,2,Black,
12,6,Black,
12,3,Black,
12,8,Black,
12,4,Black,
11,3,Black,
12,8,Black,
12,5,Black,
12,4,Black,
10,1,Black,
12,4,Black,
11,4,Black,
12,4,Black,
12,6,Black,
12,1,Black,
12,5,Black,
12,4,Black,
12,5,Black,
12,3,Black,
12,8,Black,
12,4,Black,
12,1,Black,
12,2,Black,
12,5,Black,
12,7,Black,
12,3,Black,
12,4,Black,
12,3,Black,
12,3,Black,
12,4,Black,
12,4,Black,
12,5,Black,
12,4,Black,
12,7,Black,
12,4,Black,
12,4,Black,
12,6,Black,
12,4,Black,
12,8,Black,
11,2,Black,
12,4,Black,
12,8,Black,
12,6,Black,
12,5,Black,
12,10,Black,
12,3,Black,
12,3,Black,
11,4,Black,
12,7,Black,
12,2,Black,
12,5,Black,
12,3,Black,
12,6,Black,
12,5,Black,
12,4,Black,
12,6,Black,
12,4,Black,
12,3,Black,
12,8,Black,
12,6,Black,
12,3,Black,
12,3,Black,
12,3,Black,
12,2,Black,
12,4,Black,
12,4,Black,
12,2,Black,
12,3,Black,
12,6,Black,
12,4,Black,
11,2,Black,
12,9,Black,
12,8,Black,
12,5,Black,
12,5,Black,
12,7,Black,
12,5,Black,
12,5,Black,
12,4,Black,
12,4,Black,
12,5,Black,
12,3,Black,
12,6,Black,
12,5,Black,
12,2,Black,
12,2,Black,
12,8,Black,
12,5,Black,
